Raion_Name,LPA_Name,Cuatm,Population (2024 Census),Percentage change 2024-2014,Pop_2024,In-Scope,In Cluster,Cluster Source,Auto_Status,Manual_Status,Manual_Source,Final_Status,Final_Source
Cantemir,Capaclia,2116,1. < 1500,-36.61%,999,TRUE,FALSE,FALSE,FALSE,1. Initiated,https://actelocale.gov.md/ral/act/cu-privire-la-inițierea-procesului-de-amalgamare-voluntară-2243119.html,1. Initiated,https://actelocale.gov.md/ral/act/cu-privire-la-inițierea-procesului-de-amalgamare-voluntară-2243119.html
Cantemir,Chioselia,2117,1. < 1500,-24.30%,"1,361",TRUE,Cantemir-2026-60,https://raw.githubusercontent.com/frank0051/Moldova-Primarii-Puternice-Dashboard/refs/heads/main/Other%20Sources/Cantemir-02.txt,5. Adopted,5. Adopted,https://actelocale.gov.md/ral/act/cu-privire-la-amalgamarea-voluntar%C4%83-a-unit%C4%83%C8%9Bilor-administrativ-teritoriale-2308622.html,5. Adopted,https://raw.githubusercontent.com/frank0051/Moldova-Primarii-Puternice-Dashboard/refs/heads/main/Other%20Sources/Cantemir-02.txt
Cantemir,Cîietu,2122,1. < 1500,-36.25%,772,TRUE,FALSE,FALSE,FALSE,5. Adopted,https://actelocale.gov.md/ral/act/cu-privire-la-amalgamarea-voluntar%C4%83-a-unit%C4%83%C8%9Bilor-administrativ-teritoriale-comuna-c%C3%AEietu-raionul-cantemir-comuna-chioselia-mare-s-borceag-raionul-cahul-2312421.html,5. Adopted,https://actelocale.gov.md/ral/act/cu-privire-la-amalgamarea-voluntar%C4%83-a-unit%C4%83%C8%9Bilor-administrativ-teritoriale-comuna-c%C3%AEietu-raionul-cantemir-comuna-chioselia-mare-s-borceag-raionul-cahul-2312421.html
Cantemir,Ciobalaccia,2119,2. 1.5K - 3K,-40.64%,"1,791",TRUE,Cantemir-2026-41,https://raw.githubusercontent.com/frank0051/Moldova-Primarii-Puternice-Dashboard/refs/heads/main/Other%20Sources/cantemir-01.txt,5. Adopted,5. Adopted,https://actelocale.gov.md/ral/act/cu-privire-la-amalgamarea-voluntară-a-unităților-administrativ-teritoriale-comuna-ciobalaccia-comuna-lingura-satul-tartaul-raionul-cantemir-2302331.html,5. Adopted,https://raw.githubusercontent.com/frank0051/Moldova-Primarii-Puternice-Dashboard/refs/heads/main/Other%20Sources/cantemir-01.txt
Cantemir,Cîrpești,2124,1. < 1500,-42.07%,"1,257",TRUE,FALSE,FALSE,FALSE,,,0. Unclear or Not Initiated,0. Not Checked
Cantemir,Cîşla,2125,1. < 1500,-38.94%,392,TRUE,FALSE,FALSE,FALSE,5. Adopted,https://actelocale.gov.md/ral/act/cu-privire-la-amalgamarea-voluntar%C4%83-a-unit%C4%83%C8%9Bilor-administrativ-teritoriale-comuna-larga-noua-comuna-doina-satul-badicul-moldovensc-r-nul-cahul-si-comuna-c%C3%AE%C5%9Fla-raionul-cantemir-2307563.html,5. Adopted,https://actelocale.gov.md/ral/act/cu-privire-la-amalgamarea-voluntar%C4%83-a-unit%C4%83%C8%9Bilor-administrativ-teritoriale-comuna-larga-noua-comuna-doina-satul-badicul-moldovensc-r-nul-cahul-si-comuna-c%C3%AE%C5%9Fla-raionul-cantemir-2307563.html
Cantemir,Cociulia,2128,2. 1.5K - 3K,-36.52%,"1,797",TRUE,Cantemir-2026-82,https://raw.githubusercontent.com/frank0051/Moldova-Primarii-Puternice-Dashboard/refs/heads/main/Other%20Sources/Cantemir-05.txt,5. Adopted,5. Adopted,https://actelocale.gov.md/ral/act/cu-privire-la-amalgamarea-voluntar%C4%83-a-unit%C4%83%C8%9Bilor-administrativ-teritorialecociulia-vi%C8%99niovca-capaclia-%C8%98amalia-2309161.html,5. Adopted,https://raw.githubusercontent.com/frank0051/Moldova-Primarii-Puternice-Dashboard/refs/heads/main/Other%20Sources/Cantemir-05.txt
Cantemir,Coştangalia,2129,1. < 1500,-30.91%,608,TRUE,FALSE,FALSE,FALSE,,,0. Unclear or Not Initiated,0. Not Checked
Cantemir,Enichioi,2132,1. < 1500,-27.76%,"1,283",TRUE,FALSE,FALSE,FALSE,,,0. Unclear or Not Initiated,0. Not Checked
Cantemir,Gotești,2136,2. 1.5K - 3K,-38.36%,"2,520",TRUE,FALSE,FALSE,FALSE,1. Initiated,https://actelocale.gov.md/ral/act/cu-privire-la-inițierea-procesului-de-amalgamare-voluntară-2241705.html,1. Initiated,https://actelocale.gov.md/ral/act/cu-privire-la-inițierea-procesului-de-amalgamare-voluntară-2241705.html
Cantemir,Haragîş,2137,1. < 1500,-36.56%,517,TRUE,FALSE,FALSE,FALSE,,,0. Unclear or Not Initiated,0. Not Checked
Cantemir,Lărguța,2138,1. < 1500,-49.81%,"1,301",TRUE,FALSE,FALSE,FALSE,3. Draft Consultation,https://particip.gov.md/ro/document/stages/proiectul-cu-privire-la-initierea-procesului-de-amalgamare/18125,3. Draft Consultation,https://particip.gov.md/ro/document/stages/proiectul-cu-privire-la-initierea-procesului-de-amalgamare/18125
Cantemir,Lingura,2139,1. < 1500,-37.34%,913,TRUE,Cantemir-2026-41,https://raw.githubusercontent.com/frank0051/Moldova-Primarii-Puternice-Dashboard/refs/heads/main/Other%20Sources/cantemir-01.txt,5. Adopted,5. Adopted,https://actelocale.gov.md/ral/act/cu-privire-la-inițierea-procedurii-de-consultare-publică-a-proiectului-de-decizie-cu-privire-la-amalgamarea-voluntară-a-unităților-administrativ-teritoriale-comuna-lingura-comuna-ciobalaccia-și-satului-tartaul-raionul-cantemir-2277404.html,5. Adopted,https://raw.githubusercontent.com/frank0051/Moldova-Primarii-Puternice-Dashboard/refs/heads/main/Other%20Sources/cantemir-01.txt
Cantemir,Pleșeni,2142,2. 1.5K - 3K,-40.99%,"1,713",TRUE,FALSE,FALSE,FALSE,3. Draft Consultation,https://particip.gov.md/ro/document/stages/proiectul-deciziei-consiliului-comunal-pleseni-cu-privire-la-amalgamarea-voluntara-a-uat-or-cantemi/18086,3. Draft Consultation,https://particip.gov.md/ro/document/stages/proiectul-deciziei-consiliului-comunal-pleseni-cu-privire-la-amalgamarea-voluntara-a-uat-or-cantemi/18086
Cantemir,Plopi,2145,1. < 1500,-45.52%,754,TRUE,FALSE,FALSE,FALSE,3. Draft Consultation,https://particip.gov.md/ro/document/stages/proiectul-deciziei-consiliului-comunal-plopi-cu-privire-la-amalgamarea-voluntara-a-unitatilor-admi/17389,3. Draft Consultation,https://particip.gov.md/ro/document/stages/proiectul-deciziei-consiliului-comunal-plopi-cu-privire-la-amalgamarea-voluntara-a-unitatilor-admi/17389
Cantemir,Porumbești,2149,1. < 1500,-28.40%,"1,006",TRUE,FALSE,FALSE,FALSE,5. Adopted,https://actelocale.gov.md/ral/act/cu-privire-la-amalgamarea-voluntar%C4%83-a-unit%C4%83%C8%9Bilor-administrativ-teritoriale-ora%C8%99ul-cantemir-comuna-antone%C8%99ti-comuna-toceni-comuna-plopi-satul-porumbe%C8%99ti-satul-stoianovca-2325406.html,5. Adopted,https://actelocale.gov.md/ral/act/cu-privire-la-amalgamarea-voluntar%C4%83-a-unit%C4%83%C8%9Bilor-administrativ-teritoriale-ora%C8%99ul-cantemir-comuna-antone%C8%99ti-comuna-toceni-comuna-plopi-satul-porumbe%C8%99ti-satul-stoianovca-2325406.html
Cantemir,Sadîc,2152,1. < 1500,-37.48%,"1,271",TRUE,FALSE,FALSE,FALSE,,,0. Unclear or Not Initiated,0. Not Checked
Cantemir,Şamalia,2155,1. < 1500,-48.37%,395,TRUE,Cantemir-2026-82,https://raw.githubusercontent.com/frank0051/Moldova-Primarii-Puternice-Dashboard/refs/heads/main/Other%20Sources/Cantemir-05.txt,5. Adopted,5. Adopted,https://actelocale.gov.md/ral/act/cu-orivire-la-amalgamarea-voluntar%C4%83-a-unit%C4%83%C8%9Bii-administrativ-teritoriale-%C8%98amaliavi%C8%99niovca-capaclia-cociulia-2303898.html,5. Adopted,https://raw.githubusercontent.com/frank0051/Moldova-Primarii-Puternice-Dashboard/refs/heads/main/Other%20Sources/Cantemir-05.txt
Cantemir,Stoianovca,2154,1. < 1500,-38.20%,736,TRUE,FALSE,FALSE,FALSE,5. Adopted,https://actelocale.gov.md/ral/act/cu-privire-la-amalgamarea-voluntar%C4%83-a-unit%C4%83%C8%9Bilor-administrativ-teritorialeora%C8%99ul-cantemir-comunele-antone%C8%99ti-toceni-plopi-satele-porumbe%C8%99ti-stoianovca-2329780.html,5. Adopted,https://actelocale.gov.md/ral/act/cu-privire-la-amalgamarea-voluntar%C4%83-a-unit%C4%83%C8%9Bilor-administrativ-teritorialeora%C8%99ul-cantemir-comunele-antone%C8%99ti-toceni-plopi-satele-porumbe%C8%99ti-stoianovca-2329780.html
Cantemir,Tartaul,2156,1. < 1500,-31.97%,"1,249",TRUE,Cantemir-2026-41,https://raw.githubusercontent.com/frank0051/Moldova-Primarii-Puternice-Dashboard/refs/heads/main/Other%20Sources/cantemir-01.txt,5. Adopted,5. Adopted,https://actelocale.gov.md/ral/act/cu-privire-la-amalgamarea-voluntară-a-unităților-administrativ-teritoriale-satul-tartaul-comuna-ciobalaccia-și-comuna-lingura-raionul-cantemir-2302245.html,5. Adopted,https://raw.githubusercontent.com/frank0051/Moldova-Primarii-Puternice-Dashboard/refs/heads/main/Other%20Sources/cantemir-01.txt
Cantemir,Țiganca,2158,1. < 1500,-42.72%,"1,487",TRUE,FALSE,FALSE,FALSE,3. Draft Consultation,https://actelocale.gov.md/ral/act/cu-privire-la-organizarea-consultărilor-publice-prin-metoda-sondajului-de-opinie-privind-amalgamarea-voluntară-2282713.html,3. Draft Consultation,https://actelocale.gov.md/ral/act/cu-privire-la-organizarea-consultărilor-publice-prin-metoda-sondajului-de-opinie-privind-amalgamarea-voluntară-2282713.html
Cantemir,Toceni,2157,1. < 1500,-39.95%,663,TRUE,FALSE,FALSE,FALSE,5. Adopted,https://actelocale.gov.md/ral/act/cu-privire-la-amalgamarea-voluntar%C4%83-a-unit%C4%83%C8%9Bilor-administrativ-teritoriale-ora%C8%99ul-cantemir-comunele-toceni-antone%C8%99ti-plopi-satele-porumbe%C8%99ti-stoianovca-2325529.html,5. Adopted,https://actelocale.gov.md/ral/act/cu-privire-la-amalgamarea-voluntar%C4%83-a-unit%C4%83%C8%9Bilor-administrativ-teritoriale-ora%C8%99ul-cantemir-comunele-toceni-antone%C8%99ti-plopi-satele-porumbe%C8%99ti-stoianovca-2325529.html
Cantemir,Vişniovca,2161,1. < 1500,-28.17%,951,TRUE,Cantemir-2026-82,https://raw.githubusercontent.com/frank0051/Moldova-Primarii-Puternice-Dashboard/refs/heads/main/Other%20Sources/Cantemir-05.txt,5. Adopted,5. Adopted,https://actelocale.gov.md/ral/act/cu-privire-la-amalgamarea-voluntar%C4%83-a-unit%C4%83%C8%9Bilor-administrativ-teritorialecociulia-vi%C8%99niovca-capaclia-%C8%98amalia-2310043.html,5. Adopted,https://raw.githubusercontent.com/frank0051/Moldova-Primarii-Puternice-Dashboard/refs/heads/main/Other%20Sources/Cantemir-05.txt
Căușeni,Baccealia,2710,1. < 1500,-36.99%,"1,315",TRUE,Căușeni-2026-42,https://www.facebook.com/photo/?fbid=27646434194999103&set=pcb.27646434431665746,5. Adopted,5. Adopted,https://actelocale.gov.md/ral/act/cu-privire-la-amalgamarea-voluntar%C4%83-a-unit%C4%83%C8%9Bilor-administrativ-teritoriale-comuna-baccealia-comuna-zaim-%C8%99i-satul-grigorievca-2305169.html,5. Adopted,https://www.facebook.com/photo/?fbid=27646434194999103&set=pcb.27646434431665746
Căușeni,Baimaclia,2310,1. < 1500,-34.53%,"1,445",TRUE,Căușeni-2026-63,https://raw.githubusercontent.com/frank0051/Moldova-Primarii-Puternice-Dashboard/refs/heads/main/Other%20Sources/Causeni-01.txt,5. Adopted,5. Adopted,https://actelocale.gov.md/ral/act/cu-privire-la-amalgamarea-voluntar%C4%83-a-unit%C4%83%C8%9Bilor-administrativ-teritoriale-comuna-baimaclia-%C8%99i-satul-taraclia-2309650.html,5. Adopted,https://raw.githubusercontent.com/frank0051/Moldova-Primarii-Puternice-Dashboard/refs/heads/main/Other%20Sources/Causeni-01.txt
Căușeni,Căinari,2301,2. 1.5K - 3K,-43.86%,"2,135",TRUE,Căușeni-2026-111,https://raw.githubusercontent.com/frank0051/Moldova-Primarii-Puternice-Dashboard/refs/heads/main/Other%20Sources/Causeni-03.txt,5. Adopted,5. Adopted,https://actelocale.gov.md/ral/act/cu-privire-la-amalgamarea-voluntar%C4%83-a-unit%C4%83%C8%9Bilor-administrativ-teritorialeora%C8%99ul-c%C4%83inaricomuna-chirc%C4%83ie%C8%99tii-noi-comuna-c%C3%AErn%C4%83%C8%9Benii-noi-satul-ciufle%C8%99ti-%C8%99i-satul-co%C8%99calia-2321637.html,5. Adopted,https://raw.githubusercontent.com/frank0051/Moldova-Primarii-Puternice-Dashboard/refs/heads/main/Other%20Sources/Causeni-03.txt
Căușeni,Căușeni,2701,5. > 10K,-15.57%,"13,458",TRUE,FALSE,FALSE,FALSE,,,0. Unclear or Not Initiated,0. Not Checked
Căușeni,Chircăiești,2712,2. 1.5K - 3K,-36.87%,"1,904",TRUE,FALSE,FALSE,FALSE,5. Adopted,https://actelocale.gov.md/ral/act/cu-privire-la-amalgamarea-voluntar%C4%83-a-unit%C4%83%C8%9Bilor-administrativ-teritoriale-satul-chircaie%C8%99ti-%C8%99i-satul-hagimus-2318662.html,5. Adopted,https://actelocale.gov.md/ral/act/cu-privire-la-amalgamarea-voluntar%C4%83-a-unit%C4%83%C8%9Bilor-administrativ-teritoriale-satul-chircaie%C8%99ti-%C8%99i-satul-hagimus-2318662.html
Căușeni,Chircăieștii Noi,2314,1. < 1500,-39.65%,939,TRUE,Căușeni-2026-111,https://raw.githubusercontent.com/frank0051/Moldova-Primarii-Puternice-Dashboard/refs/heads/main/Other%20Sources/Causeni-03.txt,5. Adopted,5. Adopted,https://actelocale.gov.md/ral/act/cu-privire-la-amalgamarea-voluntar%C4%83-a-unit%C4%83%C8%9Bilor-administrativ-teritoriale-comuna-chirc%C4%83ie%C8%99tii-noi-raionul-c%C4%83u%C8%99eni-ora%C8%99ul-c%C4%83inari-raionul-c%C4%83u%C8%99eni-satul-ciufle%C8%99ti-raionul-c%C4%83u%C8%99eni-satul-co%C8%99calia-raionul-c%C4%83u%C8%99eni-comuna-c%C3%AErn%C4%83%C8%9Benii-noi-raionul-c%C4%83u%C8%99eni-2309692.html,5. Adopted,https://raw.githubusercontent.com/frank0051/Moldova-Primarii-Puternice-Dashboard/refs/heads/main/Other%20Sources/Causeni-03.txt
Căușeni,Cîrnățeni,2713,2. 1.5K - 3K,-28.40%,"1,961",TRUE,Căușeni/Ștefan Vodă-2026-78,https://raw.githubusercontent.com/frank0051/Moldova-Primarii-Puternice-Dashboard/refs/heads/main/Other%20Sources/Căușeni-Ștefan%20Vodă-01.txt,5. Adopted,5. Adopted,https://actelocale.gov.md/ral/act/cu-privire-la-amalgamarea-voluntar%C4%83-a-unit%C4%83%C8%9Bilor-administrativ-teritoriale-satul-c%C3%AErn%C4%83%C8%9Beni-%C8%99i-satul-popeasca-2313091.html,5. Adopted,https://raw.githubusercontent.com/frank0051/Moldova-Primarii-Puternice-Dashboard/refs/heads/main/Other%20Sources/Căușeni-Ștefan%20Vodă-01.txt
Căușeni,Cîrnățenii Noi,2318,1. < 1500,-29.22%,"1,022",TRUE,Căușeni-2026-111,https://raw.githubusercontent.com/frank0051/Moldova-Primarii-Puternice-Dashboard/refs/heads/main/Other%20Sources/Causeni-03.txt,5. Adopted,5. Adopted,https://actelocale.gov.md/ral/act/cu-privire-la-almalgamarea-voluntar%C4%83-a-unit%C4%83%C8%9Bilor-administrativ-teritoriale-com-c%C3%AErn%C4%83%C8%9Benii-noi-com-chirc%C4%83ie%C8%99tii-noi-s-co%C8%99calia-s-ciufle%C8%99ti-%C8%99i-or-c%C4%83inari-2302988.html,5. Adopted,https://raw.githubusercontent.com/frank0051/Moldova-Primarii-Puternice-Dashboard/refs/heads/main/Other%20Sources/Causeni-03.txt
Căușeni,Ciuflești,2317,1. < 1500,-33.43%,655,TRUE,Căușeni-2026-111,https://raw.githubusercontent.com/frank0051/Moldova-Primarii-Puternice-Dashboard/refs/heads/main/Other%20Sources/Causeni-03.txt,5. Adopted,5. Adopted,https://actelocale.gov.md/ral/act/cu-privire-la-amalgamarea-voluntar%C4%83-a-unit%C4%83%C8%9Bilor-administrativ-teritoriale-satul-ciufle%C8%99ti-ora%C8%99ul-c%C4%83inari-comuna-c%C3%AErn%C4%83%C8%9Benii-noi-comuna-chirc%C4%83ie%C8%99tii-noi-%C8%99i-satul-co%C8%99calia-2304280.html,5. Adopted,https://raw.githubusercontent.com/frank0051/Moldova-Primarii-Puternice-Dashboard/refs/heads/main/Other%20Sources/Causeni-03.txt
Căușeni,Copanca,7616,2. 1.5K - 3K,-42.58%,"2,688",TRUE,FALSE,FALSE,FALSE,5. Adopted,https://actelocale.gov.md/ral/act/cu-privire-la-amalgamarea-voluntar%C4%83-a-uat-copanca-plop-%C5%9Etiubei-%C5%9Fi-comgr%C4%83dini%C5%A3a-2310254.html,5. Adopted,https://actelocale.gov.md/ral/act/cu-privire-la-amalgamarea-voluntar%C4%83-a-uat-copanca-plop-%C5%9Etiubei-%C5%9Fi-comgr%C4%83dini%C5%A3a-2310254.html
Căușeni,Coșcalia,2323,1. < 1500,-30.02%,"1,366",TRUE,Căușeni-2026-111,https://raw.githubusercontent.com/frank0051/Moldova-Primarii-Puternice-Dashboard/refs/heads/main/Other%20Sources/Causeni-03.txt,5. Adopted,5. Adopted,https://actelocale.gov.md/ral/act/cu-privire-la-amalgamarea-voluntar%C4%83-a-unit%C4%83%C8%9Bilor-teritorial-administrative-satul-co%C8%99calia-ora%C8%99ul-c%C4%83inari-satul-ciufle%C8%99ti-comuna-chirc%C4%83ie%C8%99tii-noi-comuna-c%C3%AErn%C4%83%C8%9Benii-noi-2313368.html,5. Adopted,https://raw.githubusercontent.com/frank0051/Moldova-Primarii-Puternice-Dashboard/refs/heads/main/Other%20Sources/Causeni-03.txt
Căușeni,Fîrlădeni,2714,3. 3K - 5K,-25.94%,"3,263",TRUE,FALSE,FALSE,FALSE,,,0. Unclear or Not Initiated,0. Not Checked
Căușeni,Grădinița,8521,1. < 1500,-42.55%,605,TRUE,FALSE,FALSE,FALSE,5. Adopted,https://actelocale.gov.md/ral/act/cu-privire-la-amalgamarea-voluntar%C4%83-a-unit%C4%83%C8%9Bilor-administrativ-teritoriale-satul-gr%C4%83dini%C8%9Ba-satul-leuntea-satul-valea-verdesatul-plop-%C8%98tiubei-satul-copanca-2313208.html,5. Adopted,https://actelocale.gov.md/ral/act/cu-privire-la-amalgamarea-voluntar%C4%83-a-unit%C4%83%C8%9Bilor-administrativ-teritoriale-satul-gr%C4%83dini%C8%9Ba-satul-leuntea-satul-valea-verdesatul-plop-%C8%98tiubei-satul-copanca-2313208.html
Căușeni,Grigorievca,2716,1. < 1500,-21.99%,855,TRUE,Căușeni-2026-42,https://www.facebook.com/photo/?fbid=27646434194999103&set=pcb.27646434431665746,5. Adopted,5. Adopted,https://www.facebook.com/photo/?fbid=27646434194999103&set=pcb.27646434431665746,5. Adopted,https://www.facebook.com/photo/?fbid=27646434194999103&set=pcb.27646434431665746
Căușeni,Hagimus,2717,2. 1.5K - 3K,-29.80%,"2,054",TRUE,FALSE,FALSE,FALSE,4. Final Meeting Scheduled,https://actelocale.gov.md/ral/act/cu-privire-la-convocarea-%C5%9Fedin%C5%A3ei-extraordinare-a-consiliului-s%C4%83tesc-hagimus-2309224.html,4. Final Meeting Scheduled,https://actelocale.gov.md/ral/act/cu-privire-la-convocarea-%C5%9Fedin%C5%A3ei-extraordinare-a-consiliului-s%C4%83tesc-hagimus-2309224.html
Căușeni,Opaci,2718,2. 1.5K - 3K,-31.12%,"2,145",TRUE,FALSE,FALSE,FALSE,1. Initiated,https://actelocale.gov.md/ral/act/cu-privire-la-inițierea-procesuluide-amalgamare-voluntară-2235149.html,1. Initiated,https://actelocale.gov.md/ral/act/cu-privire-la-inițierea-procesuluide-amalgamare-voluntară-2235149.html
Căușeni,Pervomaisc,2330,1. < 1500,-35.07%,848,TRUE,Căușeni/Ialoveni-2026-100,https://raw.githubusercontent.com/frank0051/Moldova-Primarii-Puternice-Dashboard/refs/heads/main/Other%20Sources/Causeni-Ialoveni-01.txt,5. Adopted,5. Adopted,https://actelocale.gov.md/ral/act/cu-privire-la-amalgamarea-voluntar%C4%83-a-unit%C4%83%C8%9Bilor-administrativ-teritoriale-comuna-pervomaisc-comuna-gangura-%C8%99i-satul-v%C4%83ratic-2310429.html,5. Adopted,https://raw.githubusercontent.com/frank0051/Moldova-Primarii-Puternice-Dashboard/refs/heads/main/Other%20Sources/Causeni-Ialoveni-01.txt
Căușeni,Plop-Știubei,2719,1. < 1500,-27.48%,"1,222",TRUE,FALSE,FALSE,FALSE,3. Draft Consultation,https://particip.gov.md/ro/document/stages/cu-privire-la-amalgamarea-voluntara-a-unitatilor-administrativ-teritoriale-satul-plop-stiubei-satu/17906,3. Draft Consultation,https://particip.gov.md/ro/document/stages/cu-privire-la-amalgamarea-voluntara-a-unitatilor-administrativ-teritoriale-satul-plop-stiubei-satu/17906
Căușeni,Săiți,2720,1. < 1500,-39.33%,"1,174",TRUE,FALSE,FALSE,FALSE,3. Draft Consultation,https://actelocale.gov.md/ral/act/cu-privire-la-inițierea-procedurii-de-consultare-publică-a-proiectului-de-decizie-cu-privire-la-inițierea-procesului-de-amalgamare-voluntară-2230525.html,3. Draft Consultation,https://actelocale.gov.md/ral/act/cu-privire-la-inițierea-procedurii-de-consultare-publică-a-proiectului-de-decizie-cu-privire-la-inițierea-procesului-de-amalgamare-voluntară-2230525.html
Căușeni,Sălcuța,2721,3. 3K - 5K,-28.35%,"3,124",TRUE,Căușeni-2026-43,https://www.facebook.com/permalink.php?story_fbid=pfbid02KtXmiu2mdBbMh8FGLq4wx4C8AWVXaSaCH7yDiEAfoYu6EYpgMWEcrLYDgsfrsAELl&id=100072144649409,5. Adopted,5. Adopted,https://actelocale.gov.md/ral/act/previewAct/5541522/2320665?_dc=1787211156,5. Adopted,https://www.facebook.com/permalink.php?story_fbid=pfbid02KtXmiu2mdBbMh8FGLq4wx4C8AWVXaSaCH7yDiEAfoYu6EYpgMWEcrLYDgsfrsAELl&id=100072144649409
Căușeni,Tănătari,2722,2. 1.5K - 3K,-32.53%,"1,676",TRUE,FALSE,FALSE,FALSE,5. Adopted,https://actelocale.gov.md/ral/act/cu-privire-la-amalgamarea-voluntară-a-unităților-administrativ-teritoriale-satul-tănătari-comuna-tănătarii-noi-satul-ursoaia-2303365.html,5. Adopted,https://actelocale.gov.md/ral/act/cu-privire-la-amalgamarea-voluntară-a-unităților-administrativ-teritoriale-satul-tănătari-comuna-tănătarii-noi-satul-ursoaia-2303365.html
Căușeni,Tănătarii Noi,2723,1. < 1500,-25.47%,474,TRUE,FALSE,FALSE,FALSE,5. Adopted,https://actelocale.gov.md/ral/act/cu-privire-la-amalgamarea-voluntar%C4%83-a-unit%C4%83%C8%9Bilor-administrativ-teritoriale-comuna-t%C4%83n%C4%83tarii-noi-satul-t%C4%83n%C4%83tarii-noi-satul-ursoaia-nou%C4%83-%C8%99i-satul-%C8%98tef%C4%83ne%C8%99ti-satul-t%C4%83n%C4%83tari-%C8%99i-satul-ursoaia-din-raionul-c%C4%83u%C8%99eni-2308284.html,5. Adopted,https://actelocale.gov.md/ral/act/cu-privire-la-amalgamarea-voluntar%C4%83-a-unit%C4%83%C8%9Bilor-administrativ-teritoriale-comuna-t%C4%83n%C4%83tarii-noi-satul-t%C4%83n%C4%83tarii-noi-satul-ursoaia-nou%C4%83-%C8%99i-satul-%C8%98tef%C4%83ne%C8%99ti-satul-t%C4%83n%C4%83tari-%C8%99i-satul-ursoaia-din-raionul-c%C4%83u%C8%99eni-2308284.html
Căușeni,Taraclia,2336,2. 1.5K - 3K,-32.36%,"2,537",TRUE,Căușeni-2026-63,https://raw.githubusercontent.com/frank0051/Moldova-Primarii-Puternice-Dashboard/refs/heads/main/Other%20Sources/Causeni-01.txt,5. Adopted,5. Adopted,https://actelocale.gov.md/ral/act/cu-privire-la-amalgamarea-voluntar%C4%83-a-unit%C4%83%C5%A3ilor-administrativ-teritoriale-satul-taraclia-%C5%9Fi-comuna-baimaclia-2308101.html,5. Adopted,https://raw.githubusercontent.com/frank0051/Moldova-Primarii-Puternice-Dashboard/refs/heads/main/Other%20Sources/Causeni-01.txt
Căușeni,Tocuz,2727,2. 1.5K - 3K,-30.59%,"2,582",TRUE,Căușeni-2026-43,https://www.facebook.com/permalink.php?story_fbid=pfbid02KtXmiu2mdBbMh8FGLq4wx4C8AWVXaSaCH7yDiEAfoYu6EYpgMWEcrLYDgsfrsAELl&id=100072144649409,5. Adopted,5. Adopted,https://actelocale.gov.md/ral/act/cu-privire-la-amalgamarea-voluntară-a-unităților-adminstrativ-teritoriale-sălcuța-tocuz-și-ucrainca-2302578.html,5. Adopted,https://www.facebook.com/permalink.php?story_fbid=pfbid02KtXmiu2mdBbMh8FGLq4wx4C8AWVXaSaCH7yDiEAfoYu6EYpgMWEcrLYDgsfrsAELl&id=100072144649409
Căușeni,Ucrainca,2728,1. < 1500,-37.65%,972,TRUE,Căușeni-2026-43,https://actelocale.gov.md/ral/act/cu-privire-la-amalgamarea-voluntară-a-unităților-adminstrativ-teritoriale-tocuz-și-ucrainca-2330038.html,5. Adopted,5. Adopted,https://actelocale.gov.md/ral/act/cu-privire-la-amalgamarea-voluntară-a-unităților-adminstrativ-teritoriale-tocuz-și-ucrainca-2330038.html,5. Adopted,https://actelocale.gov.md/ral/act/cu-privire-la-amalgamarea-voluntară-a-unităților-adminstrativ-teritoriale-tocuz-și-ucrainca-2330038.html
Căușeni,Ursoaia,2730,2. 1.5K - 3K,-27.91%,"1,777",TRUE,FALSE,FALSE,FALSE,2. Working Group,https://actelocale.gov.md/ral/act/cu-privire-la-amalgamarea-voluntară-a-unităților-administrativ-teritoriale-sursoaia-stănătari-comtănătarii-noi-2313921.html,2. Working Group,https://actelocale.gov.md/ral/act/cu-privire-la-amalgamarea-voluntară-a-unităților-administrativ-teritoriale-sursoaia-stănătari-comtănătarii-noi-2313921.html
Căușeni,Zaim,2731,3. 3K - 5K,-28.40%,"3,065",TRUE,Căușeni-2026-42,https://www.facebook.com/photo/?fbid=27646434194999103&set=pcb.27646434431665746,5. Adopted,5. Adopted,https://actelocale.gov.md/ral/act/cu-privire-la-amalgamarea-voluntar%C4%83-a-unit%C4%83%C8%9Bilor-administrativ-teritoriale-comuna-zaim-comuna-baccealia-%C8%99i-satul-grigorievca-2306739.html,5. Adopted,https://www.facebook.com/photo/?fbid=27646434194999103&set=pcb.27646434431665746
Cimișlia,Albina,2910,1. < 1500,-43.29%,"1,010",TRUE,FALSE,FALSE,FALSE,3. Draft Consultation,https://particip.gov.md/ro/document/stages/proiectul-de-decizie-privind-amalgamarea-voluntara-a-comunei-albina/18025,3. Draft Consultation,https://particip.gov.md/ro/document/stages/proiectul-de-decizie-privind-amalgamarea-voluntara-a-comunei-albina/18025
Cimișlia,Batîr,2312,1. < 1500,-31.01%,"1,319",TRUE,FALSE,FALSE,FALSE,,,0. Unclear or Not Initiated,0. Not Checked
